SourceFile,AggregationType,Application,AppVersion,AudioBitrate,AudioLayer,Author,BackgroundColor,BitDepth,BitsPerSample,BlueMatrixColumn,BlueTRC,BlueX,BlueY,ByteOrderMark,Bytes,Category,Changed,ChannelMode,Characters,CharactersWithSpaces,ChromaticAdaptation,CMMFlags,CodePage,ColorComponents,ColorSpaceData,ColorType,ColumnCount,Columns,Comments,Company,CompObjUserType,CompObjUserTypeLen,Compression,ConnectionSpaceIlluminant,ContentType,Copyright,CopyrightFlag,CoverDate,CoverDisplayDate,Created,CreateDate,Creation-date,CreationDate--Text,CreationTime,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossMarkDomains_2_,CrossmarkMajorVersionDate,CsrfParam,CsrfToken,CurrentUser,D2ei2ntb7zgeLzdiGzn-zsNNztr8lwj8yM-GyM3_ziKnMqPngn7o9eOn9yRmMaModi,Date,Datecreate,Datemodify,DCTERMSIssued,DCTERMSLanguage,DCTERMSModified,DCTERMSSource,DCTERMSTitle,Delimiter,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceModel,Directory,DocFlags,DocSecurity,Document-statisticCell-count,Document-statisticCharacter-count,Document-statisticImage-count,Document-statisticNon-whitespace-character-count,Document-statisticObject-count,Document-statisticPage-count,Document-statisticParagraph-count,Document-statisticTable-count,Document-statisticWord-count,DocumentID,Doi,Dpi,Duration,Editing-cycles,Editing-duration,ElsevierWebPDFSpecifications,Emphasis,Encoder,EncodingProcess,EndingPage,ExifByteOrder,ExifImageHeight,ExifImageWidth,ExifToolVersion,Fig_height,Fig_width,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Filter,Fontsize,Format,Gamma,Generator,GreenMatrixColumn,GreenTRC,GreenX,GreenY,HasXFA,HeadingPairs,HiddenSlides,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,HTTPEquivXUACompatible,HyperlinksChanged,ID3Size,Identification,Identifier,ImageHeight,ImageSize,ImageWidth,InstanceID,IntensityStereo,Interlace,ISSN,JFIFVersion,Journal_article_version,Keywords,Language,LanguageCode,LastModifiedBy,LastPrinted,Linearized,LineCount,Lines,LinksUpToDate,MajorVersionDate,Manager,Marked,MediaBlackPoint,MediaWhitePoint,Megapixels,MetadataDate,MIMEEncoding,MIMEType,MMClips,ModifyDate,MPEGAudioVersion,MSStereo,Newlines,Notes,Number,OriginalDocumentID,OriginalMedia,Output,PageCount,PageLayout,PageMode,PageRange,Pages,Palette,Paragraphs,Pdf_document,PDFVersion,PixelsPerUnitX,PixelsPerUnitY,PixelUnits,PresentationFormat,PresentationTarget,PreviewImage,PreviewPNG,PrimaryPlatform,Print-date,Printed-by,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileName,ProfileVersion,PTEX_Fullbanner,PublicationName,Publisher,Quoting,RedMatrixColumn,RedTRC,RedX,RedY,RenderingIntent,RenditionClass,ResolutionUnit,RevisionNumber,Robots,RowCount,SampleRate,ScaleCrop,SharedDoc,SignificantBits,Slides,Software,SRGBRendering,StartingPage,Subject,Subtitle,System,Tag_TemplateID,TaggedPDF,Template,Title,TitleOfParts,TitlesOfParts,TotalEditTime,Trapped,URL,Version,Viewport,Volume,Warning,WhitePointX,WhitePointY,Word97,WordCount,Words,X9O3Cowz9ndyNntmGndqLysNNotn_lt78ngeGmwmNngvmdj-yMuRo9ePnM-QntmLndaTma,XMPToolkit,XResolution,XslVendor,YCbCrSubSampling,YResolution,ZipBitFlag,ZipCompressedSize,ZipCompression,ZipCRC,ZipFileName,ZipModifyDate,ZipRequiredVersion,ZipUncompressedSize,ZjJBNnM3-ogmJnMaGndz9ysNNzgj7lt-MmtuGngr_z937ndmJyPeKo9eQmd6Rmt-NmtaTma
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/intro/intro.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/intro,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:31:57+01:00,2025:02:15 20:30:15+01:00,2024:03:28 23:21:52+01:00,intro.html,rw-rw-r--,648 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Description Journal 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/Submissions/Roomal Seferaj/Journal_Nov_13-20.docx,,LibreOffice/7.5.8.2$Linux_X86_64 LibreOffice_project/50$Build-2,15.0000,,,,,,,,,,,,,,,,3516,4117,,,,,,,,,,,,,,,,,,,,,2023:11:20 01:17:14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/Submissions/Roomal Seferaj,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:11:20 02:35:42+01:00,Journal_Nov_13-20.docx,rw-rw-r--,7.8 kB,DOCX,docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en-US,,,,,,,,,,,,,,,,application/vnd.openxmlformats-officedocument.wordprocessingml.document,,2023:11:20 02:34:55Z,,,,,,,,,,,,,2,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.3 hours,,,,,,,,,,,686,,,,,,,0x0808,217,Deflated,0x2301d0e8,_rels/.rels,2023:11:20 07:34:54,20,573,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/Submissions/Roomal Seferaj/Feedback/image_page0.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:11:20 02:46:24+01:00,image_page0.png,rw-rw-r--,88 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/Submissions/Roomal Seferaj/Feedback/image_page1.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 10/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:11:20 02:46:24+01:00,image_page1.png,rw-rw-r--,73 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/intro/intro.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/intro,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:31:57+01:00,2025:02:15 20:30:15+01:00,2024:03:28 23:21:52+01:00,intro.html,rw-rw-r--,656 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Description Journal 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/Submissions/Roomal Seferaj/Journal.odt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023:12:10 20:37:12.523197920,,,,,,,,,,,,,,2023:12:10 21:02:30.862001219,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/Submissions/Roomal Seferaj,,,,2601,0,2197,0,2,29,0,452,,,,,1,PT25M18S,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:12:10 21:05:12+01:00,Journal.odt,rw-rw-r--,32 kB,ODT,odt,,,,,LibreOffice/7.5.9.1$Linux_X86_64 LibreOffice_project/50$Build-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,application/vnd.oasis.opendocument.text,,,,,,,,,,,,,,,,,,,,,,,,,,"(Binary data 22350 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/Submissions/Roomal Seferaj/Feedback/image_page0.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:12:10 21:31:24+01:00,image_page0.png,rw-rw-r--,59 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/Submissions/Roomal Seferaj/Feedback/image_page1.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 13/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:12:10 21:31:24+01:00,image_page1.png,rw-rw-r--,33 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 5/intro/intro.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 5/intro,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:31:57+01:00,2025:02:15 20:30:15+01:00,2024:03:28 23:21:50+01:00,intro.html,rw-rw-r--,655 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Description Journal 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 5/Submissions/Roomal Seferaj/Feedback/image_page0.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 5/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:10:16 00:39:34+02:00,image_page0.png,rw-rw-r--,77 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 5/Submissions/Roomal Seferaj/Feedback/image_page1.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 5/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:10:16 00:39:34+02:00,image_page1.png,rw-rw-r--,62 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/intro/intro.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/intro,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:31:57+01:00,2025:02:15 20:30:15+01:00,2024:03:28 23:21:50+01:00,intro.html,rw-rw-r--,655 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Description Journal 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Feedback/image_page0.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:09:18 00:13:08+02:00,image_page0.png,rw-rw-r--,57 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Feedback/image_page2.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:09:18 00:13:10+02:00,image_page2.png,rw-rw-r--,60 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Feedback/image_page1.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:09:18 00:13:10+02:00,image_page1.png,rw-rw-r--,64 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj/Journal_1.docx,,LibreOffice/7.5.5.2$Linux_X86_64 LibreOffice_project/50$Build-2,15.0000,,,,,,,,,,,,,,,,4394,4989,,,,,,,,,,,,,,,,,,,,,2023:09:12 01:30:37Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Journals/Journal 1/Submissions/Roomal Seferaj,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:20+01:00,2025:02:15 20:30:15+01:00,2023:09:17 23:57:36+02:00,Journal_1.docx,rw-rw-r--,8.8 kB,DOCX,docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en-US,,,,,,,,,,,,,,,,application/vnd.openxmlformats-officedocument.wordprocessingml.document,,2023:09:12 02:21:21Z,,,,,,,,,,,,,4,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,50 minutes,,,,,,,,,,,746,,,,,,,0x0808,232,Deflated,0x44f672e5,_rels/.rels,2023:09:18 03:57:16,20,720,
